matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6302498,18:39,0,yamato,pocket,wraith,infernus,abrams,haze,mo & krill,vindicta,bebop,lady geist,grey talon,seven
6302500,29:38,0,vindicta,paradox,seven,infernus,haze,grey talon,abrams,mcginnis,warden,yamato,wraith,bebop
6302502,22:27,0,grey talon,wraith,dynamo,infernus,bebop,mo & krill,seven,warden,kelvin,haze,mcginnis,pocket
6302506,29:55,1,grey talon,bebop,haze,vindicta,wraith,paradox,warden,lady geist,pocket,seven,yamato,infernus
6302507,37:34,0,yamato,pocket,seven,grey talon,bebop,ivy,abrams,wraith,lady geist,warden,vindicta,haze
6302508,30:25,0,yamato,shiv,mo & krill,infernus,wraith,vindicta,abrams,seven,lash,haze,lady geist,paradox
6302509,46:19,0,grey talon,shiv,mo & krill,vindicta,bebop,seven,lady geist,yamato,wraith,mcginnis,haze,infernus
6302510,30:16,1,shiv,lady geist,bebop,pocket,infernus,haze,abrams,seven,kelvin,yamato,vindicta,wraith
6302513,36:39,0,yamato,abrams,pocket,lash,shiv,seven,ivy,grey talon,haze,mo & krill,vindicta,wraith
6302514,38:54,0,yamato,haze,vindicta,seven,bebop,mo & krill,infernus,wraith,abrams,lady geist,lash,pocket
6302517,25:36,0,viscous,seven,yamato,kelvin,haze,shiv,infernus,vindicta,warden,grey talon,paradox,lash
6302521,25:42,1,infernus,pocket,dynamo,shiv,ivy,seven,haze,mcginnis,abrams,bebop,lady geist,mo & krill
6302522,38:34,0,seven,dynamo,lady geist,haze,bebop,infernus,warden,shiv,mo & krill,grey talon,ivy,wraith
6302526,34:05,0,lash,mcginnis,seven,warden,wraith,bebop,infernus,pocket,haze,shiv,dynamo,abrams
6302527,24:28,1,vindicta,kelvin,paradox,seven,wraith,viscous,dynamo,warden,mcginnis,infernus,abrams,lady geist
6302528,36:20,1,abrams,wraith,vindicta,mcginnis,paradox,pocket,kelvin,infernus,haze,lash,seven,grey talon
6302529,16:30,1,vindicta,wraith,lady geist,bebop,seven,mcginnis,pocket,kelvin,abrams,infernus,grey talon,warden
6302530,32:39,0,pocket,mcginnis,infernus,dynamo,haze,wraith,vindicta,kelvin,seven,abrams,bebop,lash
6302532,28:57,1,wraith,dynamo,seven,ivy,abrams,infernus,pocket,lash,warden,haze,bebop,mcginnis
6302533,32:55,0,infernus,vindicta,haze,pocket,ivy,mo & krill,seven,wraith,grey talon,shiv,mcginnis,viscous
6302535,12:06,0,bebop,abrams,vindicta,wraith,paradox,seven,dynamo,pocket,infernus,mo & krill,haze,lady geist
6302537,27:58,0,seven,infernus,wraith,bebop,haze,grey talon,lady geist,mcginnis,shiv,vindicta,lash,yamato
6302538,36:53,0,lash,kelvin,mo & krill,wraith,infernus,bebop,abrams,mcginnis,lady geist,seven,vindicta,haze
6302539,26:21,0,lash,infernus,seven,wraith,haze,lady geist,pocket,bebop,kelvin,vindicta,yamato,paradox
6302540,46:02,0,yamato,abrams,haze,vindicta,infernus,shiv,seven,kelvin,mcginnis,wraith,grey talon,ivy
6302542,33:48,1,paradox,wraith,shiv,mo & krill,haze,seven,bebop,lady geist,abrams,infernus,dynamo,mcginnis
6302547,34:43,0,infernus,seven,warden,haze,dynamo,wraith,mo & krill,pocket,abrams,yamato,vindicta,grey talon
6302551,26:35,0,lash,mo & krill,haze,kelvin,seven,warden,infernus,ivy,dynamo,viscous,shiv,pocket
6302554,35:03,0,vindicta,infernus,pocket,seven,haze,yamato,wraith,mo & krill,paradox,bebop,mcginnis,warden
6302556,25:28,0,bebop,yamato,abrams,grey talon,haze,viscous,wraith,vindicta,lash,infernus,seven,lady geist
6302558,28:31,0,yamato,abrams,dynamo,seven,vindicta,viscous,lady geist,paradox,wraith,bebop,ivy,mo & krill
6302559,41:03,0,haze,viscous,bebop,shiv,lady geist,infernus,kelvin,mcginnis,wraith,abrams,vindicta,seven
6302562,16:35,0,mcginnis,vindicta,lady geist,shiv,ivy,lash,yamato,infernus,wraith,grey talon,seven,bebop
6302563,22:27,0,infernus,vindicta,seven,lash,paradox,kelvin,warden,haze,lady geist,wraith,bebop,abrams
6302564,27:27,0,mo & krill,vindicta,lady geist,seven,abrams,grey talon,paradox,kelvin,haze,infernus,wraith,bebop
6302565,24:19,0,abrams,ivy,yamato,paradox,seven,mcginnis,wraith,vindicta,grey talon,kelvin,haze,infernus
6302566,36:42,0,mcginnis,grey talon,wraith,haze,yamato,paradox,infernus,vindicta,seven,lash,shiv,bebop
6302567,24:57,0,abrams,grey talon,seven,ivy,haze,kelvin,bebop,pocket,yamato,vindicta,viscous,warden
6302569,47:53,1,grey talon,bebop,wraith,paradox,lash,kelvin,seven,viscous,haze,vindicta,shiv,abrams
6302570,53:25,1,seven,ivy,infernus,mo & krill,lady geist,pocket,abrams,wraith,mcginnis,haze,bebop,vindicta
6302571,32:11,1,grey talon,warden,haze,mcginnis,vindicta,pocket,lady geist,yamato,wraith,abrams,dynamo,seven
6302572,47:42,1,vindicta,paradox,mcginnis,grey talon,seven,haze,infernus,abrams,pocket,yamato,lady geist,wraith
6302573,16:22,0,vindicta,bebop,seven,yamato,haze,paradox,grey talon,mo & krill,wraith,ivy,shiv,abrams
6302574,32:56,1,viscous,infernus,lash,bebop,wraith,grey talon,abrams,mcginnis,pocket,seven,haze,vindicta
6302575,23:22,0,warden,abrams,lash,bebop,paradox,wraith,infernus,mcginnis,seven,lady geist,vindicta,haze
6302576,22:39,0,shiv,haze,mo & krill,warden,seven,kelvin,abrams,vindicta,bebop,infernus,wraith,mcginnis
6302577,26:45,1,haze,shiv,infernus,lady geist,vindicta,pocket,wraith,paradox,abrams,grey talon,bebop,seven
6302579,33:22,1,haze,lady geist,seven,mo & krill,abrams,mcginnis,viscous,bebop,vindicta,pocket,grey talon,infernus
6302580,36:54,0,wraith,bebop,grey talon,pocket,viscous,dynamo,haze,lash,mcginnis,abrams,warden,seven
6302581,26:10,1,haze,mcginnis,infernus,kelvin,wraith,pocket,grey talon,vindicta,lash,seven,abrams,lady geist
6302583,28:04,1,paradox,mo & krill,vindicta,yamato,shiv,bebop,wraith,haze,infernus,seven,grey talon,lady geist
6302584,27:24,1,abrams,infernus,lady geist,pocket,paradox,haze,vindicta,ivy,grey talon,wraith,seven,kelvin
6302585,35:48,1,paradox,seven,dynamo,vindicta,mcginnis,pocket,haze,wraith,infernus,ivy,mo & krill,kelvin
6302586,42:12,0,shiv,haze,grey talon,paradox,mcginnis,yamato,bebop,vindicta,wraith,mo & krill,seven,infernus
6302589,34:17,1,bebop,paradox,dynamo,lash,haze,warden,pocket,lady geist,infernus,viscous,seven,kelvin
6302590,19:05,0,vindicta,abrams,seven,mo & krill,dynamo,bebop,infernus,shiv,paradox,yamato,pocket,haze
6302593,47:11,1,wraith,seven,lady geist,haze,infernus,grey talon,bebop,ivy,shiv,mcginnis,vindicta,dynamo
6302595,48:53,0,vindicta,kelvin,pocket,dynamo,seven,abrams,mcginnis,haze,paradox,wraith,lady geist,ivy
6302597,26:03,0,ivy,haze,warden,shiv,grey talon,seven,wraith,pocket,lady geist,mo & krill,kelvin,mcginnis
6302598,33:23,1,wraith,shiv,lady geist,warden,mcginnis,infernus,paradox,lash,vindicta,seven,bebop,haze
6302599,34:28,1,bebop,dynamo,grey talon,wraith,vindicta,viscous,seven,ivy,lash,haze,infernus,kelvin
6302600,35:29,1,pocket,bebop,grey talon,infernus,haze,dynamo,paradox,wraith,viscous,seven,lady geist,mcginnis
6302601,14:19,0,seven,mcginnis,warden,vindicta,haze,bebop,pocket,paradox,infernus,wraith,grey talon,lady geist
6302603,33:13,1,shiv,lady geist,vindicta,paradox,infernus,haze,warden,ivy,viscous,kelvin,abrams,mo & krill
6302604,41:03,1,haze,abrams,grey talon,vindicta,mcginnis,seven,lash,lady geist,bebop,ivy,wraith,infernus
6302606,46:47,1,shiv,wraith,grey talon,haze,mcginnis,seven,paradox,bebop,abrams,lash,infernus,pocket
6302607,39:32,0,bebop,vindicta,infernus,haze,grey talon,seven,ivy,mcginnis,pocket,abrams,paradox,shiv
6302611,22:15,0,haze,grey talon,lady geist,seven,viscous,ivy,mo & krill,paradox,wraith,lash,vindicta,infernus
6302612,32:20,0,seven,grey talon,lady geist,vindicta,bebop,haze,yamato,warden,lash,wraith,mcginnis,shiv
6302613,39:26,0,bebop,wraith,abrams,seven,yamato,shiv,haze,ivy,infernus,grey talon,vindicta,kelvin
6302614,37:03,1,viscous,paradox,infernus,dynamo,bebop,mcginnis,wraith,kelvin,haze,vindicta,seven,warden
6302615,25:28,0,paradox,seven,viscous,grey talon,dynamo,haze,lady geist,mo & krill,pocket,vindicta,yamato,infernus
6302617,39:20,0,mo & krill,vindicta,dynamo,haze,warden,wraith,viscous,paradox,abrams,seven,yamato,bebop
6302618,41:09,0,ivy,infernus,seven,haze,grey talon,paradox,warden,mcginnis,abrams,mo & krill,vindicta,wraith
6302620,38:14,0,paradox,warden,vindicta,ivy,bebop,lash,pocket,shiv,seven,haze,grey talon,lady geist
6302621,31:12,1,paradox,dynamo,bebop,warden,lady geist,infernus,seven,haze,shiv,viscous,wraith,ivy
6302624,35:48,0,abrams,haze,grey talon,lash,mo & krill,bebop,kelvin,ivy,vindicta,wraith,seven,yamato
6302625,16:40,0,pocket,abrams,seven,bebop,viscous,yamato,paradox,dynamo,grey talon,haze,mcginnis,kelvin
6302629,46:17,1,yamato,shiv,mcginnis,abrams,bebop,lady geist,vindicta,seven,kelvin,infernus,wraith,haze
6302630,35:40,1,ivy,haze,pocket,bebop,mcginnis,yamato,warden,infernus,mo & krill,viscous,seven,lady geist
6302632,34:58,0,shiv,paradox,viscous,wraith,kelvin,mcginnis,grey talon,dynamo,pocket,vindicta,yamato,seven
6302633,23:06,0,pocket,haze,wraith,lady geist,kelvin,warden,dynamo,vindicta,mcginnis,bebop,seven,infernus
6302634,44:01,1,haze,lady geist,mo & krill,lash,viscous,seven,bebop,infernus,wraith,mcginnis,vindicta,warden
6302635,41:42,0,yamato,bebop,haze,shiv,abrams,dynamo,vindicta,seven,mo & krill,grey talon,wraith,warden
6302636,31:35,1,bebop,viscous,haze,seven,shiv,lady geist,vindicta,abrams,mcginnis,wraith,ivy,kelvin
6302638,30:38,1,yamato,grey talon,warden,infernus,seven,mo & krill,abrams,lady geist,mcginnis,paradox,lash,bebop
6302647,13:04,0,vindicta,seven,lady geist,kelvin,paradox,bebop,pocket,haze,ivy,warden,dynamo,wraith
6302648,34:42,0,warden,wraith,seven,mcginnis,vindicta,dynamo,infernus,yamato,kelvin,grey talon,abrams,haze
6302649,20:19,1,abrams,yamato,bebop,lash,dynamo,haze,kelvin,infernus,warden,wraith,paradox,pocket
6302651,31:32,0,viscous,infernus,bebop,abrams,seven,kelvin,dynamo,pocket,lash,haze,yamato,vindicta
6302652,19:07,0,seven,lash,haze,wraith,viscous,bebop,shiv,infernus,pocket,abrams,vindicta,grey talon
6302653,19:58,1,vindicta,mo & krill,infernus,shiv,bebop,haze,dynamo,lady geist,grey talon,yamato,wraith,seven
6302654,34:32,1,infernus,yamato,vindicta,warden,pocket,wraith,grey talon,haze,abrams,seven,ivy,bebop
6302655,37:05,0,warden,pocket,paradox,haze,vindicta,lady geist,kelvin,abrams,shiv,lash,infernus,viscous
6302657,38:31,1,kelvin,paradox,ivy,bebop,vindicta,seven,infernus,viscous,haze,shiv,grey talon,yamato
6302660,29:57,0,shiv,mcginnis,bebop,abrams,haze,lady geist,yamato,paradox,mo & krill,wraith,viscous,infernus
6302663,22:06,1,viscous,mcginnis,grey talon,kelvin,vindicta,haze,infernus,mo & krill,pocket,shiv,warden,seven
6302664,23:14,0,seven,lash,bebop,pocket,infernus,mcginnis,wraith,vindicta,lady geist,kelvin,grey talon,haze
6302665,15:38,1,vindicta,shiv,grey talon,warden,wraith,infernus,lady geist,mcginnis,abrams,pocket,lash,seven
6302666,23:42,0,grey talon,mcginnis,wraith,infernus,haze,seven,viscous,vindicta,bebop,paradox,dynamo,ivy
6302667,14:35,0,wraith,haze,lady geist,seven,warden,grey talon,kelvin,infernus,bebop,paradox,yamato,vindicta
6302670,35:40,0,infernus,grey talon,dynamo,shiv,vindicta,lady geist,paradox,wraith,haze,viscous,seven,kelvin
6302672,24:19,1,dynamo,wraith,infernus,grey talon,yamato,seven,bebop,shiv,paradox,kelvin,vindicta,haze
6302673,28:30,1,mo & krill,bebop,seven,grey talon,warden,pocket,shiv,vindicta,dynamo,haze,wraith,abrams
6302677,35:54,1,lady geist,wraith,vindicta,mcginnis,bebop,mo & krill,haze,viscous,kelvin,warden,seven,lash
6302678,45:19,1,grey talon,seven,haze,vindicta,infernus,yamato,mo & krill,mcginnis,lady geist,viscous,abrams,pocket
6302680,28:58,0,mcginnis,haze,wraith,lash,paradox,kelvin,vindicta,seven,shiv,dynamo,infernus,yamato
6302681,31:18,0,lash,mcginnis,paradox,wraith,lady geist,ivy,seven,vindicta,warden,haze,dynamo,yamato
6302682,35:54,0,wraith,infernus,yamato,viscous,lady geist,seven,abrams,haze,shiv,vindicta,grey talon,bebop
6302683,24:40,1,wraith,yamato,vindicta,haze,grey talon,lady geist,shiv,seven,ivy,lash,pocket,mcginnis
6302684,35:56,0,dynamo,grey talon,vindicta,bebop,pocket,seven,paradox,ivy,mo & krill,haze,wraith,shiv
6302685,40:17,0,warden,haze,seven,lady geist,paradox,pocket,dynamo,bebop,infernus,ivy,grey talon,shiv
6302686,50:54,0,paradox,lady geist,pocket,yamato,haze,infernus,abrams,wraith,bebop,vindicta,lash,shiv
6302688,31:12,1,grey talon,kelvin,yamato,infernus,ivy,wraith,warden,dynamo,paradox,seven,bebop,shiv
6302690,37:05,0,vindicta,pocket,kelvin,seven,lady geist,haze,warden,yamato,wraith,bebop,dynamo,mcginnis
6302694,24:16,1,haze,vindicta,yamato,infernus,mo & krill,warden,mcginnis,lady geist,wraith,seven,viscous,pocket
6302698,30:32,0,vindicta,mcginnis,mo & krill,haze,grey talon,pocket,kelvin,infernus,ivy,seven,abrams,shiv
6302699,55:43,1,wraith,infernus,haze,kelvin,mcginnis,ivy,yamato,vindicta,warden,pocket,abrams,lady geist
6302701,46:21,1,paradox,pocket,seven,mo & krill,viscous,grey talon,ivy,haze,wraith,infernus,yamato,abrams
6302704,36:06,1,wraith,kelvin,seven,ivy,pocket,shiv,lady geist,bebop,vindicta,infernus,grey talon,haze
6302705,32:19,1,haze,mcginnis,dynamo,infernus,paradox,pocket,vindicta,grey talon,seven,mo & krill,wraith,bebop
6302706,38:43,1,infernus,mcginnis,vindicta,kelvin,lady geist,wraith,warden,seven,dynamo,bebop,viscous,abrams
6302707,30:28,1,wraith,lady geist,seven,dynamo,viscous,infernus,vindicta,paradox,mcginnis,warden,haze,ivy
6302714,37:05,1,wraith,abrams,mo & krill,grey talon,ivy,paradox,vindicta,lady geist,haze,infernus,viscous,seven
6302715,44:16,0,lady geist,mcginnis,kelvin,haze,yamato,grey talon,viscous,seven,lash,wraith,vindicta,mo & krill
6302720,14:02,0,pocket,grey talon,seven,paradox,viscous,dynamo,haze,wraith,infernus,shiv,vindicta,kelvin
6302721,23:41,0,dynamo,abrams,warden,seven,lady geist,vindicta,infernus,shiv,wraith,ivy,haze,bebop
6302722,33:27,1,yamato,grey talon,abrams,vindicta,shiv,haze,seven,ivy,bebop,wraith,dynamo,warden
6302723,17:44,0,seven,bebop,viscous,grey talon,lash,wraith,yamato,pocket,infernus,ivy,haze,vindicta
6302724,37:33,0,abrams,infernus,kelvin,viscous,haze,mo & krill,mcginnis,lash,grey talon,wraith,dynamo,seven
6302726,44:19,1,ivy,grey talon,abrams,lash,dynamo,warden,wraith,paradox,seven,haze,vindicta,yamato
6302727,18:05,0,kelvin,shiv,seven,lady geist,vindicta,mo & krill,haze,dynamo,infernus,lash,yamato,mcginnis
6302730,38:37,1,seven,haze,infernus,bebop,vindicta,paradox,grey talon,viscous,lash,abrams,kelvin,pocket
6302732,25:45,0,abrams,vindicta,bebop,shiv,wraith,grey talon,paradox,ivy,lady geist,haze,kelvin,dynamo
6302736,26:23,0,vindicta,pocket,wraith,infernus,grey talon,haze,lash,lady geist,mcginnis,shiv,seven,paradox
6302737,0:50,0,haze,yamato,abrams,mcginnis,vindicta,warden,wraith,dynamo,infernus,paradox,lady geist,viscous
6302741,30:44,0,kelvin,vindicta,wraith,grey talon,bebop,viscous,infernus,shiv,seven,ivy,warden,haze
6302744,16:16,0,bebop,infernus,paradox,mcginnis,shiv,kelvin,haze,wraith,seven,lady geist,yamato,mo & krill
6302746,22:38,1,mo & krill,yamato,seven,mcginnis,shiv,lady geist,paradox,grey talon,vindicta,haze,dynamo,viscous
6302747,28:59,1,haze,mo & krill,dynamo,paradox,viscous,vindicta,shiv,lady geist,mcginnis,lash,grey talon,wraith
6302748,23:39,1,infernus,bebop,paradox,mcginnis,abrams,viscous,seven,lash,pocket,kelvin,haze,wraith
6302751,32:13,1,infernus,dynamo,yamato,vindicta,kelvin,grey talon,seven,haze,wraith,viscous,bebop,lady geist
6302752,7:49,0,wraith,grey talon,vindicta,bebop,abrams,infernus,seven,ivy,kelvin,haze,dynamo,lash
6302753,41:14,0,ivy,bebop,grey talon,vindicta,infernus,shiv,yamato,abrams,haze,wraith,seven,mo & krill
6302755,29:56,0,kelvin,vindicta,dynamo,mcginnis,yamato,seven,abrams,grey talon,ivy,infernus,mo & krill,haze
6302756,40:02,0,haze,wraith,seven,dynamo,yamato,grey talon,ivy,vindicta,paradox,mcginnis,bebop,pocket
6302757,36:17,1,seven,vindicta,mo & krill,shiv,paradox,grey talon,bebop,wraith,haze,infernus,ivy,pocket
6302758,28:56,1,paradox,haze,bebop,lady geist,yamato,dynamo,infernus,vindicta,wraith,warden,abrams,seven
6302759,35:59,0,vindicta,infernus,ivy,yamato,lady geist,kelvin,shiv,seven,mo & krill,haze,wraith,lash
6302760,40:28,1,haze,abrams,bebop,yamato,grey talon,mo & krill,infernus,lady geist,wraith,seven,shiv,pocket
6302762,22:29,0,haze,lady geist,vindicta,dynamo,abrams,grey talon,seven,wraith,paradox,warden,infernus,mcginnis
6302763,18:28,1,seven,paradox,dynamo,mcginnis,mo & krill,grey talon,shiv,vindicta,bebop,infernus,yamato,wraith
6302764,29:41,1,lady geist,yamato,mcginnis,infernus,kelvin,vindicta,shiv,seven,haze,dynamo,wraith,grey talon
6302765,36:07,1,haze,yamato,lady geist,mcginnis,lash,grey talon,vindicta,wraith,infernus,seven,viscous,mo & krill
6302766,26:24,1,warden,infernus,paradox,mcginnis,viscous,wraith,haze,dynamo,grey talon,seven,lady geist,vindicta
6302767,38:55,1,vindicta,mo & krill,shiv,kelvin,bebop,infernus,lash,seven,wraith,abrams,paradox,warden
6302769,36:45,0,grey talon,infernus,lady geist,wraith,haze,abrams,vindicta,ivy,warden,seven,mo & krill,dynamo
6302774,11:00,1,lash,haze,seven,wraith,bebop,kelvin,yamato,infernus,warden,mcginnis,lady geist,grey talon
6302776,13:26,1,infernus,abrams,haze,ivy,shiv,grey talon,seven,yamato,vindicta,mcginnis,bebop,warden
6302777,22:59,1,mo & krill,shiv,bebop,haze,infernus,seven,dynamo,wraith,grey talon,vindicta,mcginnis,yamato
6302778,25:26,1,kelvin,bebop,grey talon,abrams,wraith,infernus,pocket,seven,lady geist,haze,vindicta,mo & krill
6302779,26:44,0,viscous,wraith,ivy,mcginnis,seven,bebop,vindicta,dynamo,infernus,grey talon,abrams,kelvin
6302780,40:41,1,grey talon,abrams,vindicta,seven,warden,wraith,infernus,mcginnis,shiv,pocket,bebop,haze
6302782,42:51,0,bebop,wraith,seven,infernus,mcginnis,warden,pocket,haze,lady geist,viscous,ivy,mo & krill
6302784,29:41,1,haze,vindicta,paradox,lady geist,yamato,lash,viscous,wraith,infernus,seven,abrams,grey talon
6302785,33:15,1,shiv,warden,ivy,lash,paradox,infernus,mcginnis,lady geist,seven,haze,pocket,bebop
6302788,37:37,1,shiv,viscous,kelvin,mcginnis,haze,wraith,lash,bebop,vindicta,yamato,seven,infernus
6302789,26:25,0,ivy,abrams,mcginnis,mo & krill,wraith,shiv,haze,pocket,infernus,lady geist,seven,vindicta
6302791,32:56,0,warden,bebop,wraith,grey talon,viscous,mcginnis,vindicta,lady geist,infernus,dynamo,seven,haze
6302795,35:39,0,vindicta,mo & krill,haze,grey talon,seven,wraith,infernus,bebop,shiv,lady geist,pocket,kelvin
6302796,31:52,0,shiv,lash,abrams,paradox,seven,haze,vindicta,warden,wraith,ivy,infernus,pocket
6302801,25:06,0,kelvin,lady geist,haze,seven,grey talon,mcginnis,viscous,pocket,infernus,vindicta,bebop,paradox
6302802,22:53,1,seven,vindicta,bebop,yamato,grey talon,paradox,infernus,kelvin,haze,viscous,wraith,abrams
6302805,24:56,0,pocket,wraith,viscous,grey talon,warden,bebop,mo & krill,vindicta,mcginnis,infernus,paradox,lash
6302806,18:45,0,kelvin,vindicta,wraith,seven,dynamo,warden,paradox,ivy,shiv,bebop,yamato,haze
6302808,24:32,0,seven,kelvin,wraith,haze,vindicta,warden,abrams,grey talon,infernus,viscous,mo & krill,mcginnis
6302810,33:52,0,kelvin,yamato,mcginnis,seven,wraith,haze,paradox,bebop,pocket,dynamo,grey talon,vindicta
6302811,44:15,0,lash,infernus,haze,abrams,lady geist,vindicta,paradox,bebop,grey talon,seven,viscous,wraith
6302817,12:52,0,abrams,grey talon,lady geist,paradox,infernus,mo & krill,lash,kelvin,wraith,pocket,seven,mcginnis
6302818,18:58,0,haze,lady geist,yamato,infernus,abrams,paradox,wraith,vindicta,grey talon,bebop,seven,mo & krill
6302819,10:15,1,grey talon,lady geist,infernus,abrams,seven,wraith,lash,mo & krill,bebop,yamato,haze,viscous
6302823,27:28,1,mcginnis,pocket,mo & krill,haze,infernus,ivy,seven,paradox,warden,wraith,shiv,bebop
6302824,47:50,1,kelvin,grey talon,haze,yamato,bebop,viscous,lady geist,paradox,abrams,seven,vindicta,wraith
6302832,20:06,1,paradox,bebop,infernus,vindicta,dynamo,haze,seven,shiv,lady geist,wraith,abrams,pocket
6302833,22:08,0,viscous,dynamo,seven,haze,paradox,kelvin,warden,wraith,grey talon,mcginnis,vindicta,bebop
6302834,23:13,1,infernus,mcginnis,yamato,vindicta,paradox,shiv,abrams,haze,seven,lady geist,grey talon,bebop
6302835,21:35,1,grey talon,vindicta,warden,wraith,kelvin,seven,infernus,dynamo,pocket,haze,paradox,bebop
6302836,35:36,1,bebop,vindicta,ivy,kelvin,viscous,haze,seven,yamato,paradox,infernus,wraith,mcginnis
6302838,24:30,0,wraith,vindicta,seven,kelvin,haze,shiv,bebop,dynamo,paradox,infernus,mcginnis,yamato
6302840,23:09,0,mcginnis,lash,bebop,haze,shiv,pocket,wraith,abrams,seven,vindicta,grey talon,mo & krill
6302843,38:14,0,pocket,seven,warden,lady geist,paradox,vindicta,kelvin,mo & krill,haze,wraith,infernus,mcginnis
6302844,28:46,1,lady geist,mo & krill,vindicta,yamato,pocket,viscous,wraith,warden,grey talon,haze,seven,mcginnis
6302845,17:55,0,wraith,pocket,abrams,vindicta,viscous,warden,haze,dynamo,shiv,lady geist,paradox,mo & krill
6302847,34:33,1,seven,infernus,vindicta,wraith,grey talon,ivy,mcginnis,shiv,haze,kelvin,warden,abrams
6302852,33:50,0,pocket,grey talon,wraith,haze,warden,lash,seven,viscous,dynamo,infernus,lady geist,abrams
6302857,42:05,1,kelvin,paradox,mcginnis,warden,pocket,shiv,seven,viscous,mo & krill,haze,infernus,yamato
6302860,25:40,0,infernus,dynamo,ivy,lady geist,mcginnis,vindicta,seven,kelvin,wraith,lash,paradox,yamato
6302862,29:01,1,ivy,shiv,bebop,haze,grey talon,dynamo,yamato,wraith,infernus,mo & krill,lash,abrams
6302864,18:47,1,yamato,warden,viscous,wraith,abrams,haze,shiv,grey talon,ivy,seven,vindicta,bebop
6302865,36:28,1,warden,vindicta,yamato,lady geist,bebop,pocket,haze,seven,abrams,grey talon,infernus,kelvin
6302866,33:58,1,infernus,lash,shiv,abrams,mcginnis,vindicta,grey talon,haze,yamato,seven,ivy,wraith
6302867,29:01,1,grey talon,haze,wraith,lady geist,mcginnis,seven,vindicta,shiv,infernus,ivy,dynamo,bebop
6302870,19:48,1,kelvin,infernus,dynamo,haze,vindicta,viscous,shiv,lash,lady geist,seven,mcginnis,wraith
6302871,40:47,1,lady geist,seven,paradox,ivy,vindicta,bebop,grey talon,haze,wraith,shiv,pocket,viscous
6302872,45:54,0,wraith,grey talon,haze,viscous,mcginnis,seven,dynamo,pocket,lady geist,vindicta,warden,bebop
6302873,20:03,1,vindicta,shiv,wraith,haze,mo & krill,infernus,dynamo,mcginnis,paradox,grey talon,bebop,seven
6302874,37:44,1,kelvin,wraith,abrams,vindicta,grey talon,mcginnis,seven,ivy,yamato,mo & krill,haze,infernus
6302876,42:03,0,paradox,kelvin,seven,bebop,yamato,abrams,ivy,vindicta,lady geist,mcginnis,infernus,wraith
6302877,41:38,0,wraith,seven,haze,abrams,vindicta,mcginnis,kelvin,infernus,lady geist,shiv,pocket,bebop
6302882,19:48,1,abrams,seven,pocket,dynamo,ivy,paradox,bebop,viscous,vindicta,mo & krill,haze,wraith
6302883,34:40,0,infernus,yamato,lady geist,seven,vindicta,haze,pocket,lash,wraith,bebop,shiv,abrams
6302885,15:41,0,abrams,mcginnis,vindicta,grey talon,haze,seven,pocket,infernus,bebop,paradox,wraith,dynamo
6302886,37:22,1,wraith,infernus,pocket,haze,paradox,kelvin,warden,seven,shiv,vindicta,yamato,grey talon
6302888,36:36,0,abrams,infernus,dynamo,pocket,wraith,lady geist,seven,shiv,vindicta,mcginnis,warden,haze
6302889,32:23,0,warden,viscous,paradox,grey talon,shiv,seven,bebop,kelvin,lash,haze,infernus,wraith
6302891,14:53,1,warden,infernus,seven,vindicta,haze,paradox,wraith,viscous,bebop,shiv,mcginnis,grey talon
6302897,38:55,0,bebop,wraith,ivy,mo & krill,kelvin,seven,infernus,paradox,dynamo,yamato,vindicta,abrams
6302898,52:09,0,kelvin,grey talon,vindicta,seven,yamato,warden,wraith,infernus,pocket,bebop,mcginnis,haze
6302903,42:19,1,warden,shiv,infernus,viscous,bebop,paradox,kelvin,seven,vindicta,lady geist,haze,mcginnis
6302904,24:00,0,viscous,grey talon,seven,abrams,yamato,mcginnis,warden,haze,shiv,bebop,pocket,lash
6302908,39:03,1,seven,ivy,yamato,bebop,wraith,grey talon,vindicta,haze,shiv,dynamo,lady geist,paradox
6302910,33:49,1,kelvin,seven,paradox,bebop,infernus,lash,wraith,haze,lady geist,grey talon,mo & krill,mcginnis
6302913,43:22,1,bebop,ivy,mcginnis,grey talon,lady geist,pocket,haze,yamato,paradox,lash,vindicta,wraith
6302914,31:50,1,mo & krill,viscous,lash,yamato,pocket,mcginnis,haze,lady geist,shiv,seven,wraith,vindicta
6302918,44:44,0,lash,yamato,mo & krill,seven,vindicta,abrams,mcginnis,wraith,viscous,haze,paradox,grey talon
6302920,25:17,1,bebop,shiv,mcginnis,warden,ivy,kelvin,infernus,yamato,seven,pocket,haze,dynamo
6302921,24:07,1,grey talon,mo & krill,vindicta,seven,wraith,yamato,infernus,warden,kelvin,abrams,haze,bebop
6302922,25:49,1,shiv,mcginnis,vindicta,bebop,paradox,yamato,dynamo,haze,seven,infernus,ivy,grey talon
6302923,29:41,1,abrams,dynamo,lash,viscous,shiv,grey talon,haze,vindicta,mo & krill,infernus,mcginnis,yamato
6302924,34:00,1,yamato,lash,viscous,dynamo,haze,warden,infernus,vindicta,wraith,shiv,grey talon,kelvin
6302929,15:42,1,lash,mcginnis,abrams,bebop,dynamo,yamato,warden,haze,kelvin,seven,ivy,infernus
