matchid,duration,winner,hero_1_A,nickname_1_A,lane_1_A,kills_1_A,deaths_1_A,assists_1_A,souls_1_A,SPM_1_A,last_hits_1_A,denies_1_A,level_1_A,hero_2_A,nickname_2_A,lane_2_A,kills_2_A,deaths_2_A,assists_2_A,souls_2_A,SPM_2_A,last_hits_2_A,denies_2_A,level_2_A,hero_3_A,nickname_3_A,lane_3_A,kills_3_A,deaths_3_A,assists_3_A,souls_3_A,SPM_3_A,last_hits_3_A,denies_3_A,level_3_A,hero_4_A,nickname_4_A,lane_4_A,kills_4_A,deaths_4_A,assists_4_A,souls_4_A,SPM_4_A,last_hits_4_A,denies_4_A,level_4_A,hero_5_A,nickname_5_A,lane_5_A,kills_5_A,deaths_5_A,assists_5_A,souls_5_A,SPM_5_A,last_hits_5_A,denies_5_A,level_5_A,hero_6_A,nickname_6_A,lane_6_A,kills_6_A,deaths_6_A,assists_6_A,souls_6_A,SPM_6_A,last_hits_6_A,denies_6_A,level_6_A,hero_1_B,nickname_1_B,lane_1_B,kills_1_B,deaths_1_B,assists_1_B,souls_1_B,SPM_1_B,last_hits_1_B,denies_1_B,level_1_B,hero_2_B,nickname_2_B,lane_2_B,kills_2_B,deaths_2_B,assists_2_B,souls_2_B,SPM_2_B,last_hits_2_B,denies_2_B,level_2_B,hero_3_B,nickname_3_B,lane_3_B,kills_3_B,deaths_3_B,assists_3_B,souls_3_B,SPM_3_B,last_hits_3_B,denies_3_B,level_3_B,hero_4_B,nickname_4_B,lane_4_B,kills_4_B,deaths_4_B,assists_4_B,souls_4_B,SPM_4_B,last_hits_4_B,denies_4_B,level_4_B,hero_5_B,nickname_5_B,lane_5_B,kills_5_B,deaths_5_B,assists_5_B,souls_5_B,SPM_5_B,last_hits_5_B,denies_5_B,level_5_B,hero_6_B,nickname_6_B,lane_6_B,kills_6_B,deaths_6_B,assists_6_B,souls_6_B,SPM_6_B,last_hits_6_B,denies_6_B,level_6_B
6426139,34:14,The Amber Hand,Ivy,50825742,Left,7,1,8,34837,1017.63,178,15,28,Warden,whyyy_see,Mid Right,24,10,7,39617,1157.26,159,9,30,Haze,neaolivia,Mid Right,5,14,7,25020,730.87,66,8,25,Kelvin,DREVDD,Right,3,7,12,26686,779.53,73,14,25,Vindicta,85416194,Right,1,7,10,23481,685.91,100,1,24,Lash,90356062,Right,1,11,5,21238,620.39,72,0,23,Abrams,1133153079,Left,5,9,8,22271,650.56,112,5,24,Wraith,137255184,Mid Right,6,6,13,23399,683.52,99,3,24,Seven,NinjaMunki,Mid Right,6,11,14,22835,667.04,100,5,24,McGinnis,67341199,Right,5,5,13,26494,773.92,143,16,25,Bebop,canasiantl,Right,20,6,13,32577,951.62,114,4,27,Grey Talon,Xavus,Right,7,4,16,24239,708.05,77,13,25
6426140,30:29,The Amber Hand,Ivy,105692730,Left,12,2,27,36742,1205.31,179,7,29,Infernus,359001675,Left,20,6,19,33798,1108.74,81,2,28,Yamato,Moka,Mid Right,16,11,6,31001,1016.98,96,23,27,Haze,166596204,Mid Right,2,13,5,21902,718.49,85,2,23,Bebop,110294455,Right,15,8,14,31433,1031.15,103,3,27,Viscous,109993086,Right,3,8,8,13232,434.07,39,1,17,Vindicta,101184790,Left,4,9,6,19905,652.98,59,13,22,Lady Geist,101910853,Left,2,12,8,20104,659.51,98,5,23,Abrams,ConQUEEFtaDor,Mid Right,17,11,7,27434,899.97,75,0,26,Kelvin,itscrayzz,Mid Right,18,9,6,28289,928.02,130,1,26,Dynamo,337026396,Right,1,14,5,17040,558.99,84,1,21,Seven,wilhihamm,Right,6,13,6,23642,775.57,127,7,24
6426141,26:42,The Amber Hand,Warden,1110193557,Left,10,5,14,24215,906.93,103,0,24,Shiv,433437891,Left,13,6,13,24256,908.46,54,8,25,Paradox,Newcarsmell,Mid Right,1,5,14,20602,771.61,108,22,23,Ivy,110962752,Right,19,3,10,34504,1292.28,125,6,28,Grey Talon,185365272,Right,1,9,11,19525,731.27,89,1,22,Viscous,174025558,Right,21,1,4,29730,1113.48,109,9,26,Bebop,137559557,Left,3,11,5,17430,652.81,68,4,21,Haze,117947228,Left,5,12,6,18517,693.52,52,3,22,Infernus,Mr. Progress,Mid Right,4,6,2,26600,996.25,182,8,26,Wraith,258489864,Right,8,11,4,22244,833.11,71,7,24,Abrams,1032920719,Right,9,13,4,22605,846.63,70,4,24,Seven,331490909,Right,0,13,1,17998,674.08,139,4,21
6426142,49:31,The Sapphire Flame,Paradox,160339506,Left,3,17,8,35643,719.82,161,6,28,Bebop,1098628129,Mid Right,4,8,15,43260,873.65,150,2,31,Haze,83168219,Mid Right,17,14,2,58349,1178.37,282,7,33,Seven,150298105,Right,10,10,19,52862,1067.56,212,15,33,Grey Talon,839141158,Right,2,8,7,39609,799.91,154,24,30,Lash,105478699,Right,11,15,10,45117,911.15,198,6,32,Pocket,401205491,Left,8,4,10,54861,1107.93,320,11,33,Shiv,191383523,Mid Right,6,9,15,32161,649.5,60,11,27,Wraith,890615139,Mid Right,7,10,17,36408,735.27,154,1,29,Vindicta,201517443,Right,25,4,23,76118,1537.22,269,27,33,Infernus,231581594,Right,11,7,17,42605,860.42,167,9,31,Lady Geist,168637835,Right,14,13,8,54612,1102.9,306,14,33
6426146,30:08,The Sapphire Flame,Bebop,1113955191,Left,6,12,3,21420,710.84,117,6,23,Pocket,140382763,Left,1,8,10,18891,626.91,86,10,22,Kelvin,42341746,Mid Right,3,2,8,19996,663.58,80,6,22,Yamato,94282956,Mid Right,6,1,1,27957,927.78,215,6,26,Shiv,79603449,Right,2,9,4,18052,599.07,111,7,22,Abrams,Applesass,Right,4,9,5,17839,592.0,75,29,21,McGinnis,39490656,Left,1,5,7,27519,913.24,144,9,26,Seven,37396140,Left,8,3,15,33887,1124.57,138,8,28,Ivy,209884162,Mid Right,2,5,11,19279,639.79,44,4,22,Haze,LeMickey,Mid Right,6,6,5,24739,820.98,89,8,25,Infernus,FoxFuzz,Right,12,3,14,35173,1167.25,199,2,28,Lady Geist,Groovy,Right,12,0,12,35354,1173.25,218,6,28
6426147,31:34,The Sapphire Flame,Vindicta,NewJasonWhoDis,Left,3,4,4,22818,722.85,122,19,24,Dynamo,Gahatma Mandhi,Mid Right,1,5,4,17652,559.2,70,17,21,Shiv,OranOwl,Mid Right,1,7,4,17355,549.79,79,10,21,McGinnis,Braxam Steele,Right,8,3,3,30153,955.22,194,31,27,Mo & Krill,OsRoy™,Right,2,7,8,25056,793.75,145,14,25,Pocket,dixon,Right,1,8,4,18885,598.26,123,14,22,Infernus,116837874,Left,4,2,4,27346,866.29,142,15,26,Abrams,125068816,Mid Right,9,2,8,36501,1156.31,179,9,29,Wraith,382755132,Mid Right,5,2,8,31706,1004.41,136,22,27,Seven,Sortah,Right,5,5,15,30993,981.83,181,0,27,Haze,?Gone?,Right,6,4,11,26130,827.77,90,7,25,Warden,1040826641,Right,5,1,5,26896,852.04,116,19,25
6426148,16:01,The Sapphire Flame,Lady Geist,Swimmy1,Left,3,5,2,10654,665.18,59,4,16,Infernus,44092940,Mid Right,2,2,5,14611,912.24,56,4,19,Vindicta,redline,Mid Right,5,3,1,15537,970.05,65,5,20,Warden,Elev0n,Right,0,5,0,3197,199.6,26,2,6,Haze,zysl,Right,1,3,1,9809,612.42,78,9,15,Paradox,Unfinite,Right,2,5,0,8506,531.07,28,3,13,Abrams,100% genuine mouse leather,Left,4,2,0,16784,1047.91,97,10,21,Bebop,Tatersalad,Mid Right,0,3,3,14600,911.55,68,12,19,Dynamo,Hieronyma,Mid Right,2,2,2,16335,1019.88,55,20,21,Seven,60966445,Right,7,3,4,18937,1182.33,129,2,22,Pocket,CrispyTae,Right,7,2,3,15257,952.57,74,1,20,Viscous,His Noodly Appendage,Right,3,1,3,16919,1056.34,83,5,21
6426151,43:35,The Amber Hand,Haze,taimoshi,Left,16,6,13,48122,1104.14,216,20,33,Lady Geist,Middi,Mid Right,10,5,18,46505,1067.04,254,2,32,Warden,Scorchedwing,Right,20,13,13,37740,865.93,143,3,29,Viscous,mccashdollar,Right,5,15,25,29450,675.72,89,1,26,Kelvin,McCashDollar,Right,8,4,27,39542,907.27,155,7,30,Wraith,17026999,Right,5,13,17,32313,741.41,133,9,27,Seven,1253284097,Left,7,9,9,32859,753.93,183,3,27,Infernus,Lone Starr,Mid Right,10,12,16,33343,765.04,124,12,28,Bebop,42698920,Right,14,14,20,36094,828.16,97,3,29,Abrams,38622117,Right,11,12,22,38958,893.87,147,3,29,Grey Talon,106629231,Right,7,9,18,33538,769.51,160,7,28,Pocket,BruhhNanna,Right,7,8,18,34175,784.13,175,3,28
6426153,39:19,The Sapphire Flame,Wraith,382580417,Left,29,8,6,45269,1151.39,169,9,32,McGinnis,1261505258,Left,5,9,8,34820,885.63,189,1,28,Grey Talon,309364444,Mid Right,5,12,12,27158,690.75,109,1,26,Vindicta,360175760,Mid Right,4,10,20,21012,534.43,66,1,23,Lash,157029295,Right,9,7,16,35218,895.75,154,4,28,Yamato,358595393,Right,4,9,10,30974,787.81,128,5,27,Haze,117929886,Left,17,9,7,43188,1098.47,134,3,31,Bebop,915778249,Left,3,7,7,38408,976.89,212,0,29,Seven,259065505,Mid Right,8,10,7,30260,769.65,139,0,27,Abrams,1133166139,Mid Right,1,13,10,23690,602.54,70,1,24,Pocket,1249650047,Right,4,11,9,30685,780.46,142,3,27,Infernus,860243078,Right,20,7,3,50078,1273.71,203,5,33
6426157,16:21,The Sapphire Flame,Viscous,914470288,Left,0,7,0,6124,374.56,36,1,11,Haze,193974682,Mid Right,5,10,1,14584,891.99,43,0,19,McGinnis,281019482,Mid Right,0,9,2,11311,691.8,57,2,16,Dynamo,Mewschief,Right,0,3,0,1575,96.33,8,5,5,Vindicta,79880673,Right,0,2,0,2244,137.25,12,4,6,Paradox,1152272428,Right,7,2,1,16951,1036.76,105,7,21,Yamato,187873816,Left,8,2,2,18710,1144.34,99,5,22,Warden,41688488,Mid Right,5,5,7,15844,969.05,73,10,20,Infernus,TT,Mid Right,4,0,2,6165,377.06,28,4,11,Seven,847939246,Right,9,1,6,20075,1227.83,78,3,22,Wraith,275589232,Right,7,2,0,16643,1017.92,75,3,21,Grey Talon,142439332,Right,0,2,0,461,28.2,7,0,2
6426161,41:22,The Amber Hand,Kelvin,Sanic,Left,17,1,23,44386,1072.99,157,11,31,Seven,Hefalumps,Left,3,10,20,27251,658.77,114,3,26,Grey Talon,173467822,Mid Right,4,9,23,27675,669.02,89,16,26,Pocket,237557594,Right,9,10,23,30045,726.31,89,8,27,Infernus,244561371,Right,14,15,19,34157,825.71,100,19,28,Haze,xbox720,Right,19,6,13,45551,1101.15,203,8,32,Abrams,126999084,Left,4,11,13,30127,728.29,124,6,27,Bebop,1510874016,Left,9,10,16,38618,933.55,165,19,29,Vindicta,YawnTv,Mid Right,4,9,14,28532,689.73,144,13,26,Ivy,1007749263,Right,0,14,17,25283,611.19,52,1,25,Yamato,107134228,Right,14,9,14,35585,860.23,136,2,28,Lash,1156544394,Right,20,14,10,45263,1094.19,145,9,32
6426165,40:13,The Amber Hand,Bebop,115950462,Left,10,11,23,38075,946.75,140,10,29,Yamato,Dago,Mid Right,7,8,18,45525,1131.99,205,20,32,McGinnis,xM_Sephir0th-XM1014_Xm,Right,10,12,17,43420,1079.65,175,13,31,Lady Geist,Santiclause,Right,13,7,17,53746,1336.41,212,9,33,Abrams,DƎ∢ͰHNOͰE,Right,20,9,18,52799,1312.86,196,14,33,Pocket,FlashhBack,Right,9,10,22,38754,963.63,104,12,29,Viscous,ShotgunJesus,Left,10,7,9,44059,1095.54,179,11,31,Warden,BDE,Mid Right,18,10,13,48131,1196.79,219,12,33,Infernus,53196054,Right,3,13,14,34358,854.32,95,32,28,Haze,123976169,Right,2,12,9,31245,776.92,113,3,27,Wraith,AllTimeGamer3,Right,15,11,15,60110,1494.65,256,47,33,Shiv,Rat Force 1,Right,9,16,4,38488,957.02,128,4,29
6426166,35:25,The Sapphire Flame,Haze,Cock Wobblemeister,Left,2,13,12,29378,829.5,175,18,26,Paradox,153002815,Left,2,10,8,27635,780.28,82,4,26,Yamato,915689063,Mid Right,19,15,9,44627,1260.06,193,3,31,Viscous,Erebus,Right,7,7,16,32521,918.24,152,10,27,Grey Talon,465112285,Right,7,6,23,43195,1219.62,182,7,31,Dynamo,159548947,Right,6,12,18,33519,946.42,109,6,28,Kelvin,110433731,Left,8,4,21,34969,987.36,98,27,28,Warden,Phrog,Left,4,7,18,29165,823.48,82,5,26,Bebop,Russell Brands,Mid Right,23,12,13,45468,1283.8,176,3,32,Lash,Carnifex,Right,8,9,14,32922,929.56,129,10,27,Seven,Psyfo,Right,12,7,22,51796,1462.48,257,8,33,Lady Geist,scalpel,Right,8,4,17,45811,1293.49,234,11,32
6426173,26:53,The Amber Hand,Abrams,229212643,Left,2,2,3,23016,856.14,156,9,24,Dynamo,1022368157,Mid Right,1,6,4,14351,533.83,47,3,19,Lash,102580941,Mid Right,13,4,6,22112,822.52,89,3,23,Warden,21769423,Right,10,3,10,23216,863.58,96,2,24,Bebop,458802778,Right,11,7,14,23858,887.46,88,8,24,Wraith,1447470450,Right,7,1,12,26247,976.33,106,15,25,Seven,93810074,Left,2,3,1,19034,708.02,161,4,22,Ivy,Tayo,Mid Right,3,5,8,16748,622.99,89,6,21,Paradox,raul,Mid Right,3,10,6,15620,581.03,88,0,20,Pocket,401198265,Right,1,12,11,13262,493.32,56,0,18,Haze,184377405,Right,6,7,3,16430,611.16,85,2,21,Kelvin,Ozzy,Right,8,8,6,19665,731.49,91,8,22
6426176,43:20,The Sapphire Flame,Paradox,Red Shinobi,Left,2,7,20,38675,892.5,185,10,29,Seven,877048327,Left,4,11,12,33777,779.47,150,3,28,Grey Talon,doctormcbacon,Mid Right,6,8,14,33764,779.17,100,4,28,Bebop,250311108,Mid Right,4,11,5,32520,750.46,141,4,27,Dynamo,Zalion,Right,16,8,9,46491,1072.87,193,13,32,Infernus,Beachbumtrevor,Right,6,8,4,48736,1124.68,315,17,33,McGinnis,184855413,Left,6,2,16,44034,1016.17,203,11,31,Vindicta,Treddy,Left,20,3,16,63266,1459.98,201,17,33,Lady Geist,168219436,Mid Right,6,4,16,44394,1024.48,198,4,31,Haze,102701519,Mid Right,8,9,8,37235,859.27,127,9,29,Mo & Krill,Cwsager,Right,7,9,18,43041,993.25,216,6,31,Ivy,216481434,Right,6,11,8,36082,832.66,200,6,28
6426177,1:50,The Amber Hand,Dynamo,846967508,Left,0,0,0,0,0.0,0,0,1,Lady Geist,Peach Phantom,Mid Right,0,0,0,0,0.0,0,0,1,Lash,SpraynPray!,Mid Right,0,0,0,0,0.0,0,0,1,Haze,FriendlyGuy99,Right,0,0,0,0,0.0,0,0,1,Bebop,1602249871,Right,0,0,0,0,0.0,0,0,1,Warden,31222459,Right,0,0,0,0,0.0,0,0,1,Viscous,96348423,Left,0,0,0,757,412.91,10,0,2,Kelvin,80521091,Mid Right,0,0,0,0,0.0,0,0,1,Seven,19845182,Mid Right,0,0,0,0,0.0,0,0,1,Wraith,14128313,Right,0,0,0,75,40.91,1,0,1,Grey Talon,162383,Right,0,0,0,0,0.0,0,0,1,Pocket,MUT3,Right,0,0,0,0,0.0,0,0,1
6426180,47:09,The Amber Hand,Abrams,219380007,Left,18,10,18,45159,957.77,167,10,31,Paradox,186247363,Left,11,14,24,33571,712.0,74,2,28,Yamato,backstroking on the opp block,Mid Right,9,4,11,51083,1083.41,237,2,33,Haze,twitch.tv/al33zy,Mid Right,7,13,8,29054,616.2,94,1,26,Seven,Vagabond,Right,9,7,23,45363,962.1,262,11,32,McGinnis,97508328,Right,8,11,13,42905,909.97,190,12,31,Vindicta,65542963,Left,3,13,12,39312,833.76,190,2,30,Viscous,187919023,Left,3,11,11,37209,789.16,164,7,29,Bebop,122787024,Mid Right,8,12,17,38254,811.33,120,6,29,Wraith,840206818,Mid Right,10,12,22,46386,983.8,169,23,32,Warden,Fart Detective,Right,25,8,12,55131,1169.27,208,18,33,Pocket,252318037,Right,9,6,21,45103,956.59,163,24,32
6426182,26:26,The Amber Hand,Infernus,87395527,Left,10,11,7,23172,876.62,78,1,24,Shiv,411605058,Mid Right,5,12,9,15272,577.76,53,14,20,Paradox,975584312,Mid Right,3,10,6,18238,689.96,85,0,21,Haze,-,Right,0,5,0,2041,77.21,16,0,5,Ivy,201319238,Right,8,3,8,25058,947.97,106,22,25,McGinnis,105038535,Right,18,2,10,34899,1320.26,170,13,28,Vindicta,31493467,Left,8,6,9,19380,733.17,64,5,22,Grey Talon,✪ Mithic,Mid Right,6,3,9,17174,649.71,53,4,21,Warden,250387383,Mid Right,10,10,3,22140,837.58,94,1,24,Seven,133535737,Right,8,8,8,21212,802.47,112,2,23,Wraith,102934832,Right,3,8,7,20478,774.7,65,12,23,Lady Geist,112993582,Right,6,9,3,21260,804.29,77,1,23
6426183,44:43,The Amber Hand,Vindicta,407219812,Left,0,8,13,31443,703.16,121,2,27,McGinnis,253581668,Mid Right,31,11,25,59232,1324.61,145,7,33,Seven,DrastiK1,Mid Right,8,14,15,35499,793.87,128,11,28,Ivy,SuccySucc,Right,9,5,24,46470,1039.21,210,7,32,Kelvin,78244906,Right,14,6,19,44404,993.01,189,11,31,Wraith,chinaZZZZZZZZZes,Right,9,13,12,36699,820.7,111,1,29,Haze,377524815,Left,8,15,13,34814,778.55,95,2,28,Yamato,211205109,Mid Right,11,11,11,42674,954.32,186,1,31,Lash,93818839,Mid Right,6,19,18,36668,820.01,158,2,29,Shiv,106652219,Right,5,6,12,36835,823.74,159,7,29,Abrams,68953680,Right,4,10,20,37056,828.68,105,13,29,Grey Talon,45051995,Right,22,10,12,47195,1055.42,165,1,32
6426184,19:49,The Sapphire Flame,Vindicta,1084024304,Left,4,3,3,13600,686.29,59,0,18,Mo & Krill,54900782,Left,1,8,0,9644,486.66,25,0,14,Abrams,34879132,Mid Right,3,9,4,12822,647.03,51,0,17,Grey Talon,54868692,Mid Right,7,2,5,18401,928.56,42,4,22,Lady Geist,171725162,Right,1,12,1,10422,525.92,44,0,15,Infernus,2294162,Right,3,8,5,14658,739.68,74,3,19,Viscous,43464890,Left,9,1,10,21069,1063.2,78,7,23,Paradox,Mambo No. 6,Left,4,2,8,17947,905.65,68,1,21,Seven,317745478,Mid Right,6,3,11,18181,917.46,88,4,22,Bebop,190026012,Mid Right,8,8,7,15674,790.95,30,7,20,McGinnis,Luke,Right,9,2,10,19574,987.75,96,2,22,Haze,1025215399,Right,6,3,4,18065,911.61,88,7,22
6426185,26:35,The Sapphire Flame,Infernus,242233690,Left,9,3,4,23118,869.64,87,9,24,Ivy,1134996899,Left,7,4,8,22106,831.57,120,3,24,Haze,153965310,Mid Right,8,9,7,19275,725.08,49,3,22,Paradox,208978345,Mid Right,11,3,5,27347,1028.73,138,0,26,Yamato,1270198456,Right,0,9,4,14411,542.11,71,1,19,Pocket,178713767,Right,2,12,8,17211,647.44,74,1,21,Lady Geist,21784189,Left,4,9,3,18663,702.06,73,0,22,McGinnis,870170418,Left,2,5,5,21508,809.08,114,4,23,Wraith,84872526,Mid Right,2,6,4,20115,756.68,83,7,22,Mo & Krill,245703072,Mid Right,2,7,6,19318,726.7,90,7,22,Seven,84311792,Right,7,5,4,25497,959.13,137,0,25,Warden,363702709,Right,23,7,5,30797,1158.51,102,1,27
6426186,30:40,The Sapphire Flame,Mo & Krill,151282030,Left,12,13,9,23800,776.09,59,4,24,Pocket,88079729,Left,2,15,10,19709,642.68,76,2,22,Bebop,85011857,Mid Right,9,7,8,24403,795.75,54,2,25,Seven,124311922,Mid Right,10,4,10,29613,965.64,166,2,26,Wraith,ßeasț Maŋ,Right,5,4,8,29557,963.82,168,15,26,Vindicta,44795927,Right,5,9,9,20524,669.26,57,4,23,Infernus,118612955,Left,7,12,15,25044,816.65,79,1,25,Haze,125976401,Left,7,8,19,26697,870.55,95,0,25,Ivy,356098946,Mid Right,3,9,17,23221,757.21,54,1,24,Lash,378471420,Mid Right,21,3,7,40282,1313.54,167,9,30,Grey Talon,Dolo,Right,6,4,8,25428,829.17,106,14,25,McGinnis,82070809,Right,8,7,3,28316,923.35,128,2,26
6426187,33:41,The Amber Hand,Shiv,492220846,Left,8,4,4,34638,1028.34,136,9,28,Infernus,189126153,Mid Right,5,10,6,26369,782.85,124,8,25,Warden,369621374,Right,5,15,10,23116,686.27,65,4,24,Seven,149275600,Right,6,19,5,25926,769.7,104,0,25,Ivy,kingkillerx,Right,3,4,14,36184,1074.24,191,15,28,Lady Geist,210649183,Right,18,10,7,34283,1017.8,116,3,28,Viscous,54907136,Left,6,6,8,29890,887.38,203,7,26,Grey Talon,390561071,Mid Right,5,6,13,29268,868.92,160,15,26,Abrams,425626322,Right,12,6,17,31180,925.68,124,0,27,Vindicta,132084822,Right,19,6,17,34573,1026.41,122,3,28,Bebop,156058308,Right,17,13,9,29670,880.85,103,2,26,Haze,142862314,Right,3,10,12,19648,583.32,52,0,22
6426188,12:40,The Amber Hand,Grey Talon,user,Left,5,0,11,13329,1052.29,36,1,18,Haze,176481689,Mid Right,11,0,2,15046,1187.84,61,1,19,Seven,61780113,Right,12,1,6,16337,1289.76,74,1,21,Mo & Krill,125293790,Right,4,2,7,11529,910.18,14,2,16,Wraith,229179773,Right,1,1,12,13185,1040.92,52,3,17,Infernus,423224523,Right,7,0,3,14395,1136.45,42,1,19,Ivy,1531779019,Left,0,3,0,1742,137.53,17,0,5,McGinnis,131140216,Mid Right,2,6,0,6195,489.08,39,5,11,Warden,184563197,Right,0,7,1,5898,465.63,36,0,10,Bebop,120601148,Right,1,9,1,5041,397.97,15,4,9,Yamato,1259756390,Right,0,9,0,3932,310.42,26,0,8,Shiv,130590195,Right,1,6,1,7075,558.55,43,0,11
6426192,24:53,The Amber Hand,Abrams,178095811,Left,16,0,8,31946,1283.83,166,9,27,Kelvin,Shawryyy,Mid Right,15,2,12,23790,956.06,94,4,24,Warden,1124896507,Mid Right,10,4,10,22772,915.15,86,1,24,Bebop,HOG,Right,8,4,14,20602,827.94,71,1,23,Pocket,LXNGSHOT,Right,4,2,14,21251,854.03,81,3,23,Seven,37936417,Right,1,3,16,20793,835.62,117,6,23,Vindicta,196980369,Left,0,9,2,8011,321.94,31,0,13,Mo & Krill,125591559,Mid Right,5,9,3,17886,718.79,99,4,21,Infernus,33795932,Mid Right,1,18,1,11093,445.8,49,0,16,Ivy,Fudgey,Right,0,12,3,13665,549.16,70,2,18,Yamato,1125393917,Right,7,4,2,21627,869.14,100,7,23,Haze,106793083,Right,2,4,4,14794,594.53,75,6,19
6426194,35:26,The Sapphire Flame,Vindicta,Bug_Nutz,Left,9,6,4,29152,822.73,118,13,26,Grey Talon,InnocentTraitor,Left,0,9,8,21922,618.68,94,10,23,Bebop,Panda,Mid Right,10,4,4,38967,1099.73,235,15,29,McGinnis,9094990,Right,3,10,8,25370,715.99,161,18,25,Infernus,1191231469,Right,1,7,5,22352,630.82,83,8,24,Paradox,92086263,Right,2,6,3,22224,627.21,146,6,24,Kelvin,123482857,Left,1,8,11,19833,559.73,69,5,22,Seven,81734980,Left,2,3,11,30572,862.8,168,1,27,Haze,41337883,Mid Right,20,3,8,43054,1215.07,141,18,31,Mo & Krill,40373941,Right,5,3,13,35355,997.79,187,9,28,Lady Geist,131387203,Right,5,5,15,29126,821.99,113,3,26,Yamato,85006827,Right,9,3,5,40372,1139.38,210,19,30
6426195,52:41,The Amber Hand,Pocket,Ryzagura,Left,4,13,19,42984,815.89,131,10,31,Vindicta,29337127,Left,10,9,21,54634,1037.03,172,5,33,Warden,111104299,Mid Right,12,14,12,57631,1093.91,246,5,33,Abrams,SirVival,Right,28,8,15,74309,1410.48,256,14,33,Ivy,Azralynn,Right,11,12,22,58454,1109.53,256,10,33,Shiv,210409901,Right,5,18,7,38600,732.68,169,0,29,Haze,331961891,Left,14,8,22,55962,1062.23,196,6,33,Paradox,298853683,Left,8,12,15,47225,896.39,216,9,32,Mo & Krill,Otters,Mid Right,20,10,18,61833,1173.67,290,9,33,Seven,112840769,Right,13,13,19,55573,1054.85,289,9,33,Bebop,101217943,Right,10,15,16,46351,879.8,179,5,32,Lady Geist,55475053,Right,9,12,23,46663,885.73,160,8,32
6426196,30:48,The Sapphire Flame,Kelvin,230040377,Left,3,3,7,28514,925.78,202,7,26,Abrams,1011007199,Left,10,8,9,29316,951.82,110,2,26,Warden,319605028,Mid Right,8,6,9,25943,842.31,140,5,25,Shiv,418293680,Mid Right,9,6,11,28444,923.51,80,14,26,Dynamo,Coordinated,Right,4,9,6,24478,794.74,153,11,25,Wraith,308489834,Right,1,14,2,15214,493.96,90,1,20,Bebop,120091618,Left,2,9,11,21257,690.16,72,1,23,Haze,119449548,Left,7,9,13,29086,944.35,136,12,26,McGinnis,83071371,Mid Right,4,4,15,27380,888.96,111,28,26,Paradox,128951236,Mid Right,6,4,7,27354,888.12,108,6,26,Lady Geist,retraC,Right,19,1,13,43223,1403.34,227,15,31,Mo & Krill,Samaca,Right,7,8,9,23881,775.36,90,13,24
6426203,19:28,The Sapphire Flame,Paradox,Piltillo,Left,1,4,0,10194,523.66,65,14,15,Bebop,86858834,Mid Right,5,2,2,16595,852.48,82,11,21,McGinnis,104627111,Mid Right,0,1,4,14405,739.98,58,18,19,Haze,158344446,Right,2,4,3,14217,730.33,77,5,19,Grey Talon,835969660,Right,3,5,4,15237,782.72,65,3,20,Infernus,222239490,Right,0,1,0,0,0.0,0,0,1,Seven,239858917,Left,5,2,1,20389,1047.38,149,5,23,Wraith,174898565,Mid Right,0,0,1,14980,769.52,95,3,19,Kelvin,50437863,Mid Right,1,2,1,16292,836.92,80,4,21,Vindicta,320972146,Right,7,1,2,20027,1028.78,85,6,22,Abrams,159318274,Right,3,4,4,16327,838.72,52,7,21,Dynamo,172142000,Right,1,2,2,13215,678.85,81,0,17
6426204,12:18,The Amber Hand,Warden,PA1NT,Left,1,1,4,9690,787.8,43,5,14,Ivy,Shondex,Left,4,1,3,9812,797.72,28,0,14,Vindicta,mint,Mid Right,3,2,4,10915,887.4,55,7,16,Paradox,Pyro,Right,5,1,9,14501,1178.94,55,8,19,Seven,zekei,Right,4,2,7,13496,1097.24,85,5,18,Viscous,295984250,Right,0,0,3,10761,874.88,65,6,16,Wraith,ThrobbinHood,Left,1,3,1,7381,600.08,30,15,11,Mo & Krill,vandal,Left,0,1,1,6766,550.08,31,6,11,Shiv,Yunoki,Mid Right,5,4,1,10008,813.66,49,6,15,Kelvin,Mobius,Right,0,5,1,4338,352.68,14,6,8,Yamato,Sazuya,Right,0,3,0,3791,308.21,20,1,8,McGinnis,oOYunaOo,Right,0,1,1,6642,540.0,56,11,11
6426205,21:35,The Sapphire Flame,Vindicta,RainbowSage™,Left,0,5,3,9242,428.2,45,5,14,Grey Talon,Eren,Mid Right,4,3,9,16873,781.76,61,8,21,Seven,Sleepy,Mid Right,7,1,7,19780,916.45,114,10,22,Abrams,40339621,Right,5,8,5,15250,706.56,49,5,21,Ivy,72802391,Right,1,7,5,11808,547.09,77,3,16,Yamato,183535381,Right,2,4,1,12155,563.17,83,1,17,Dynamo,436948568,Left,3,1,11,16683,772.96,72,2,21,Haze,100792099,Mid Right,7,4,4,20429,946.52,72,17,23,Wraith,104983698,Mid Right,1,6,10,18621,862.75,84,6,22,McGinnis,194557232,Right,9,2,10,16753,776.2,43,1,21,Viscous,130443895,Right,4,3,13,17461,809.0,74,2,21,Mo & Krill,112241163,Right,4,3,6,16736,775.41,86,4,21
